Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
13.71.55.58-192.168.57.131-443-51439-6,13.71.55.58,443,192.168.57.131,51439,6,10/05/2025 04:07:02 PM,265224,11,14,4303,3697,1440,0,391.1818181818182,582.5292813553356,1440,0,264.07142857142856,507.8689207456395,30163.182819051064,94.25994630953457,11051,15736.388091741797,48658,0,247798,24779.8,36688.799946456566,111073,0,243934,18764.153846153848,24965.94678038519,66524,0,0,0,0,0,606,768,41.47437637619522,52.78556993333936,0,1440,320,534.0892559613359,285251.3333333333,2,2,0,10,24,0,0,0,1.2727272727272727,320.0,391.1818181818182,264.07142857142856,606,0.0,0.0,0.0,3325.0,5.0,10106382.978723405,0.0,0.0,0.0,0.0,0,65535,7,54,265224,0.0,265224,265224,0.0,0.0,0.0,0.0,NeedManualLabel
13.71.55.58-192.168.57.131-443-51443-6,13.71.55.58,443,192.168.57.131,51443,6,10/05/2025 04:07:02 PM,193370,12,11,4322,1518,1440,0,360.1666666666667,564.4393571312935,1021,0,138,302.1142168121189,30201.168743858925,118.94295909396494,8789.545454545454,14072.949356587395,54673,0,178159,16196.272727272728,23681.988117938534,75454,0,162460,16246,22827.988488792533,74584,183,0,0,0,0,660,606,62.05719604902519,56.88576304493976,0,1440,253.91304347826087,462.2333052242103,213659.628458498,2,2,0,11,22,0,0,0,0.9166666666666666,253.91304347826087,360.1666666666667,138.0,660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65535,8,54,193370,0.0,193370,193370,0.0,0.0,0.0,0.0,NeedManualLabel
13.71.55.58-192.168.57.131-443-51445-6,13.71.55.58,443,192.168.57.131,51445,6,10/05/2025 04:07:03 PM,331838,12,12,5754,1219,1440,0,479.5,630.2919237075064,722,0,101.58333333333333,208.28889829156796,21013.265509073703,72.3244474713565,14427.739130434782,27869.569788598837,118110,0,298636,27148.727272727272,39139.552238345575,123036,0,315422,28674.727272727272,37585.81416729165,118168,101,0,0,0,0,660,672,36.16222373567825,36.16222373567825,0,1440,290.5416666666667,498.000347403988,248004.34601449274,2,2,0,12,23,0,0,0,1.0,290.5416666666667,479.5,101.58333333333333,660,5198.0,4.0,83169.33070929135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65535,9,54,331838,0.0,331838,331838,0.0,0.0,0.0,0.0,NeedManualLabel
13.71.55.58-192.168.57.131-443-51446-6,13.71.55.58,443,192.168.57.131,51446,6,10/05/2025 04:07:03 PM,185596,11,11,4320,1339,1440,0,392.72727272727275,579.9238037723734,842,0,121.72727272727273,250.14879208546697,30490.958856871912,118.53703743615164,8837.904761904761,12897.873153759738,48700,0,163309,16330.9,16274.540563236937,48700,0,162485,16248.5,22272.70128430766,72745,93,0,0,0,0,606,606,59.26851871807582,59.26851871807582,0,1440,257.22727272727275,457.3623062964188,209180.27922077922,2,2,0,11,21,0,0,0,1.0,257.22727272727275,392.72727272727275,121.72727272727273,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65535,8,54,185596,0.0,185596,185596,0.0,0.0,0.0,0.0,NeedManualLabel
13.71.55.58-192.168.57.131-443-51447-6,13.71.55.58,443,192.168.57.131,51447,6,10/05/2025 04:07:03 PM,214941,11,11,4319,1288,1440,0,392.6363636363636,579.9291806293719,791,0,117.0909090909091,235.5081546551858,26086.22831381635,102.35366914641693,10235.285714285714,15487.6276819365,54395,0,190173,19017.3,26908.374326592082,85502,0,188941,18894.1,24077.40334121509,74413,115,0,0,0,0,606,606,51.17683457320847,51.17683457320847,0,1440,254.86363636363637,454.3655226120575,206448.0281385281,2,2,0,11,21,0,0,0,1.0,254.86363636363637,392.6363636363636,117.0909090909091,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65535,8,54,214941,0.0,214941,214941,0.0,0.0,0.0,0.0,NeedManualLabel
13.71.55.58-192.168.57.131-443-51448-6,13.71.55.58,443,192.168.57.131,51448,6,10/05/2025 04:07:04 PM,110517,12,12,7985,718,1440,0,665.4166666666666,685.8610326156503,221,0,59.833333333333336,88.24226294524053,78748.06590841227,217.16116072640406,4805.086956521739,8441.729502423947,25703,0,88142,8012.909090909091,11113.295725882088,26660,0,96821,8801.90909090909,10393.543471353218,25866,103,0,0,0,0,660,660,108.58058036320203,108.58058036320203,0,1440,362.625,569.5345019514125,324369.54891304346,2,2,0,10,23,0,0,0,1.0,362.625,665.4166666666666,59.833333333333336,660,4107.0,4.0,3436820.083682008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65535,9,54,110517,0.0,110517,110517,0.0,0.0,0.0,0.0,NeedManualLabel
13.71.55.58-192.168.57.131-443-51449-6,13.71.55.58,443,192.168.57.131,51449,6,10/05/2025 04:07:04 PM,173617,11,11,4322,1290,1440,0,392.90909090909093,579.9135201985645,793,0,117.27272727272727,236.0805332546887,32324.023569120538,126.71570180339484,8267.47619047619,11974.285371658083,42452,0,154858,15485.8,21528.114438772587,68266,0,153622,15362.2,18453.488003927905,57563,126,0,0,0,0,606,606,63.35785090169742,63.35785090169742,0,1440,255.0909090909091,454.5118688890742,206581.03896103898,2,2,0,11,21,0,0,0,1.0,255.0909090909091,392.90909090909093,117.27272727272727,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65535,8,54,173617,0.0,173617,173617,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-52.165.164.15-51398-443-6,192.168.57.131,51398,52.165.164.15,443,6,10/05/2025 04:06:50 PM,14296706,202,127,265724,5920,1420,0,1315.4653465346535,360.3949758170304,1440,0,46.61417322834646,234.33106573596655,19000.460665554707,23.0122938808422,43587.51829268293,447660.0723907444,6823129,0,14070005,70000.0248756219,572072.22114875,6823189,0,14074041,111698.73809523809,729478.3221424712,6823185,0,0,0,0,0,10920,6870,14.12912876574506,8.883165115097142,0,1440,825.6656534954408,695.2915102408934,483430.2842130625,2,2,0,23,328,0,0,0,0.6287128712871287,825.6656534954408,1315.4653465346535,46.61417322834646,10920,53070.4,38.4,532949.8506707265,0.0,0.0,0.0,101.0,132862.0,63.5,2960.0,65535,65535,194,54,3736788.5,1147230.547893709,4548003,2925574,6823129,0.0,6823129,6823129,NeedManualLabel
13.71.55.58-192.168.57.131-443-51450-6,13.71.55.58,443,192.168.57.131,51450,6,10/05/2025 04:07:04 PM,189554,10,11,4271,1506,1440,0,427.1,598.9593660860662,1009,0,136.9090909090909,298.60825659899444,30476.803443873512,110.7863722211085,9477.7,13232.517030327024,44844,0,165469,18385.444444444445,22038.40531385558,66330,0,169382,16938.2,22830.58411575724,74920,151,0,0,0,0,552,606,52.755415343384996,58.0309568777235,0,1440,275.0952380952381,477.57427744403327,228077.19047619047,2,2,0,10,20,0,0,0,1.1,275.0952380952381,427.1,136.9090909090909,552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65535,7,54,189554,0.0,189554,189554,0.0,0.0,0.0,0.0,NeedManualLabel
13.71.55.58-192.168.57.131-443-51451-6,13.71.55.58,443,192.168.57.131,51451,6,10/05/2025 04:07:05 PM,104986,10,11,4271,1250,1440,0,427.1,598.9593660860662,753,0,113.63636363636364,224.66342502831773,52587.96410950032,200.02667022269637,5249.3,7199.845430358393,20408,0,88670,9852.222222222223,12062.636204182088,28355,0,84578,8457.8,6812.295090496301,16459,67,0,0,0,0,552,606,95.25079534414112,104.77587487855524,0,1440,262.9047619047619,460.8795834881281,212409.99047619046,2,2,0,10,20,0,0,0,1.1,262.9047619047619,427.1,113.63636363636364,552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65535,7,54,104986,0.0,104986,104986,0.0,0.0,0.0,0.0,NeedManualLabel
13.71.55.58-192.168.57.131-443-51452-6,13.71.55.58,443,192.168.57.131,51452,6,10/05/2025 04:07:05 PM,193489,11,11,4313,941,1440,0,392.09090909090907,579.9647324700795,444,0,85.54545454545455,140.14661154402816,27153.998418514748,113.70155409351436,9213.761904761905,12555.778828510647,42722,0,172517,17251.7,24028.680784290536,73501,0,171986,17198.6,18412.53599649495,55182,135,0,0,0,0,606,606,56.85077704675718,56.85077704675718,0,1440,238.8181818181818,440.6076579283527,194135.10822510824,2,2,0,11,21,0,0,0,1.0,238.8181818181818,392.09090909090907,85.54545454545455,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65535,8,54,193489,0.0,193489,193489,0.0,0.0,0.0,0.0,NeedManualLabel
13.71.55.58-192.168.57.131-443-51455-6,13.71.55.58,443,192.168.57.131,51455,6,10/05/2025 04:07:05 PM,178137,11,11,4328,1326,1440,0,393.45454545454544,579.8864308873528,829,0,120.54545454545455,246.40834549031152,31739.61613814087,123.50045189938082,8482.714285714286,12195.351820029042,44863,0,162730,16273,15793.11973262056,44863,0,155412,15541.2,21871.9744056178,72204,121,0,0,0,0,606,606,61.75022594969041,61.75022594969041,0,1440,257,456.6696211235677,208547.14285714287,2,2,0,11,21,0,0,0,1.0,257.0,393.45454545454544,120.54545454545455,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65535,8,54,178137,0.0,178137,178137,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-23.223.244.184-51454-443-6,192.168.57.131,51454,23.223.244.184,443,6,10/05/2025 04:07:05 PM,288974,11,15,579,4129,206,0,52.63636363636363,71.92534007882442,1440,0,275.26666666666665,487.8289317646778,16292.123166790092,89.97349242492403,11558.96,20724.059752455196,61993,0,240003,24000.3,25382.69392081498,62074,223,226981,16212.92857142857,24049.3389305092,64598,0,0,0,0,0,618,894,38.06570833362171,51.90778409130233,0,1440,181.07692307692307,384.60129204951176,147918.15384615384,2,3,0,13,25,0,0,0,1.3636363636363635,181.07692307692307,52.63636363636363,275.26666666666665,618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,64240,5,54,288974,0.0,288974,288974,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-23.223.244.75-51457-80-6,192.168.57.131,51457,23.223.244.75,80,6,10/05/2025 04:07:05 PM,25723,5,4,157,368,157,0,31.4,70.2125344934934,368,0,92,184.0,20409.750029156785,349.8814290712592,3215.375,5767.067587047288,13087,0,25723,6430.75,7184.939311968241,13148,79,13579,4526.333333333333,7839.839305325929,13579,0,0,0,0,0,282,244,194.37857170625512,155.50285736500408,0,368,58.333333333333336,127.20455966670377,16181.0,2,2,0,2,8,0,0,0,0.8,58.333333333333336,31.4,92.0,282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,64240,1,54,25723,0.0,25723,25723,0.0,0.0,0.0,0.0,NeedManualLabel
13.71.55.58-192.168.57.131-443-51460-6,13.71.55.58,443,192.168.57.131,51460,6,10/05/2025 04:07:06 PM,562073,10,14,4299,4332,1440,0,429.9,598.650231771441,1440,0,309.42857142857144,540.5519564134585,15355.656649581102,42.699080012738555,24437.956521739132,36128.63615481651,106064,0,482401,53600.11111111111,60952.596063343444,153959,0,548430,42186.92307692308,50645.18753949142,148778,0,0,0,0,0,552,768,17.791283338641065,24.90779667409749,0,1440,359.625,555.9423501939121,309071.89673913043,2,2,0,10,23,0,0,0,1.4,359.625,429.9,309.42857142857144,552,0.0,0.0,0.0,3960.0,5.0,10560000.0,0.0,0.0,0.0,0.0,0,65535,7,54,562073,0.0,562073,562073,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-23.223.244.75-51458-443-6,192.168.57.131,51458,23.223.244.75,443,6,10/05/2025 04:07:05 PM,848201,113,779,846,1099240,473,0,7.486725663716814,46.88037874745067,1440,0,1411.0911424903722,189.4494408914724,1296963.8092857706,1051.6375245961747,951.9652076318743,3975.3898354415446,55941,0,826046,7375.410714285715,9049.90825353283,56094,90,836371,1075.0269922879177,4298.23442913072,56059,0,0,0,0,0,6126,45206,133.22313932664545,918.4143852695292,0,1440,1233.280269058296,499.81952066260203,249819.55323539328,2,3,0,357,891,0,0,0,6.893805309734513,1233.280269058296,7.486725663716814,1411.0911424903722,6126,0.0,0.0,0.0,274810.0,193.0,1431855.8088219012,0.0,0.0,0.0,0.0,65535,64240,7,54,848201,0.0,848201,848201,0.0,0.0,0.0,0.0,NeedManualLabel
13.71.55.58-192.168.57.131-443-51463-6,13.71.55.58,443,192.168.57.131,51463,6,10/05/2025 04:07:07 PM,322014,11,14,4280,3689,1440,0,389.09090909090907,582.5870672346674,1440,0,263.5,507.80564877035084,24747.37123230667,77.6363760581838,13417.25,22352.184054846613,98800,0,301905,30190.5,50636.512286096484,162190,0,300179,23090.69230769231,31007.892824205835,98800,0,0,0,0,0,606,768,34.160005465600875,43.47637059258293,0,1440,318.76,533.9906584701022,285146.0233333333,2,2,0,10,24,0,0,0,1.2727272727272727,318.76,389.09090909090907,263.5,606,0.0,0.0,0.0,3317.0,5.0,2287586.206896552,0.0,0.0,0.0,0.0,0,65535,7,54,322014,0.0,322014,322014,0.0,0.0,0.0,0.0,NeedManualLabel
13.71.55.58-192.168.57.131-443-51464-6,13.71.55.58,443,192.168.57.131,51464,6,10/05/2025 04:07:07 PM,267887,15,15,10412,3668,1440,0,694.1333333333333,683.2521879810942,1440,0,244.53333333333333,493.8699751766171,52559.47470388634,111.98751712475783,9237.48275862069,14640.87398498925,54004,0,248478,17748.428571428572,32261.685588836906,109329,0,245642,17545.85714285714,20292.50334808074,59492,0,0,0,0,0,822,822,55.993758562378915,55.993758562378915,0,1440,469.3333333333333,628.8036442233026,395394.0229885058,2,2,0,10,29,0,0,0,1.0,469.3333333333333,694.1333333333333,244.53333333333333,822,6534.0,6.0,97304.54206999255,3296.0,5.0,10842105.263157895,0.0,0.0,0.0,0.0,0,65535,11,54,267887,0.0,267887,267887,0.0,0.0,0.0,0.0,NeedManualLabel
13.71.55.58-192.168.57.131-443-51465-6,13.71.55.58,443,192.168.57.131,51465,6,10/05/2025 04:07:07 PM,198751,10,11,4240,1290,1440,0,424,599.4540108391228,793,0,117.27272727272727,236.0805332546887,27823.759377311308,105.65984573662521,9937.55,13595.086331678423,45357,0,172895,19210.555555555555,23335.2291938129,71177,0,176820,17682,20618.34795084762,64219,201,0,0,0,0,552,606,50.31421225553582,55.3456334810894,0,1440,263.3333333333333,462.83121473527837,214212.73333333337,2,2,0,10,20,0,0,0,1.1,263.3333333333333,424.0,117.27272727272727,552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65535,7,54,198751,0.0,198751,198751,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-52.168.117.168-51461-443-6,192.168.57.131,51461,52.168.117.168,443,6,10/05/2025 04:07:06 PM,1374128,12,12,2664,4720,1265,0,222,416.1461718718993,1440,0,393.3333333333333,619.2727895514124,5373.589651036876,17.465621834356043,59744.69565217391,94492.98959587848,245590,0,1170338,106394.36363636363,121355.72153983735,273625,134,1128538,102594.36363636363,112464.5901777735,238968,0,0,0,0,0,660,660,8.732810917178021,8.732810917178021,0,1440,307.6666666666667,523.349219734874,273894.40579710144,2,2,0,12,23,0,0,0,1.0,307.6666666666667,222.0,393.3333333333333,660,2294.0,4.0,5359813.08411215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,65535,6,54,1374128,0.0,1374128,1374128,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-23.223.244.184-51466-443-6,192.168.57.131,51466,23.223.244.184,443,6,10/05/2025 04:07:08 PM,221645,10,14,576,3799,206,0,57.6,73.26390652975039,1440,0,271.35714285714283,504.2201300626935,19738.7714588644,108.28126057434184,9636.739130434782,17717.25518249317,48654,0,182925,20325,22331.73685027656,48729,126,172991,13307,20414.46387572628,44443,0,0,0,0,0,552,824,45.11719190597577,63.16406866836608,0,1440,182.29166666666666,396.7223844986804,157388.65036231882,2,2,0,13,23,0,0,0,1.4,182.29166666666666,57.6,271.35714285714283,552,0.0,0.0,0.0,387.0,4.0,0.0,0.0,0.0,0.0,0.0,65535,64240,5,54,221645,0.0,221645,221645,0.0,0.0,0.0,0.0,NeedManualLabel
137.226.34.45-192.168.57.131-9005-50805-6,137.226.34.45,9005,192.168.57.131,50805,6,10/05/2025 04:06:25 PM,51613914,10,10,2680,2680,536,0,268,282.4968043083752,536,0,268,282.4968043083752,103.8479662673906,0.38749241144548735,2716521.789473684,3065306.0394986225,8313094,45408,51567447,5729716.333333333,1784719.1557093794,8359227,3632069,51557847,5728649.666666667,1789570.5460268254,8358502,3627295,0,0,0,0,540,540,0.19374620572274368,0.19374620572274368,0,536,268,274.9621983588213,75604.21052631579,0,0,0,10,20,0,0,0,1.0,268.0,268.0,268.0,540,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,297.77777777777777,1.1111111111111112,297.77777777777777,501,2045,4,54,1740433.7142857143,4361052.9165523285,11629373,45408,6571813,1352901.2163415332,8313094,5369182,NeedManualLabel
178.254.37.2-192.168.57.131-17500-50870-6,178.254.37.2,17500,192.168.57.131,50870,6,10/05/2025 04:06:27 PM,56573997,97,69,34980,30846,1440,0,360.6185567010309,441.65185769117045,1440,0,447.04347826086956,360.7982340989217,1163.538082699018,2.934210216753821,342872.7090909091,1110877.491743198,7795763,0,56573997,589312.46875,1457060.998011003,7985898,0,56378257,829092.0147058824,1647198.718235916,7795763,0,0,0,0,0,5238,3726,1.7145686206332567,1.219641596120564,0,1440,396.5421686746988,411.0481148922599,168960.55275648047,0,0,0,91,166,0,0,0,0.711340206185567,396.5421686746988,360.6185567010309,447.04347826086956,5238,0.0,0.0,0.0,0.0,0.0,0.0,8.818181818181818,3180.0,6.2727272727272725,2804.181818181818,716,253,52,54,8960571,7273474.334026666,17816274,190019,6910571,1090206.3033628084,7795763,5692813,NeedManualLabel
192.168.57.131-51.83.186.85-50796-9000-6,192.168.57.131,50796,51.83.186.85,9000,6,10/05/2025 04:06:28 PM,55194328,9,9,2144,2680,536,0,238.22222222222223,282.4968043083752,536,0,297.77777777777777,282.4968043083752,87.40028504378203,0.32612046658127625,3246725.1764705884,3898087.9958502767,8720861,40285,55124124,6890515.5,2781957.1660975865,8770044,116118,55017429,6877178.625,2781617.806955613,8774422,122596,0,0,0,0,486,486,0.16306023329063812,0.16306023329063812,0,536,268,275.7697249091542,76048.94117647059,0,0,0,9,18,0,0,0,1.0,268.0,238.22222222222223,297.77777777777777,486,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,306.2857142857143,1.2857142857142858,382.85714285714283,4091,313,3,54,118613.5,74471.58460590379,196394,40285,7749345.714285715,551867.68303846,8720861,6955148,NeedManualLabel
192.168.57.131-23.223.244.74-50613-443-6,192.168.57.131,50613,23.223.244.74,443,6,10/05/2025 04:06:28 PM,45003679,2,0,2,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.044440811161238616,0.044440811161238616,45003679,0.0,45003679,45003679,45003679,45003679,0.0,45003679,45003679,0.0,0.0,0.0,0.0,0.0,0,0,0,0,108,0,0.044440811161238616,0.0,1,1,1,0.0,0,0,0,0,0,2,0,0,0,0.0,1.0,1.0,0.0,108,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,250,0,1,54,0.0,0.0,0.0,0.0,45003679,0.0,45003679,45003679,NeedManualLabel
148.251.41.235-192.168.57.131-9001-50880-6,148.251.41.235,9001,192.168.57.131,50880,6,10/05/2025 04:06:29 PM,53240923,104,80,36676,31984,1440,0,352.65384615384613,399.22589583767433,1050,0,399.8,331.3535875767758,1289.6094983176756,3.4559881691006744,290934.0054644809,1052073.724833935,8860896,0,53002435,514586.7475728155,1393260.1821835474,8908935,0,53240923,673935.7341772151,1546701.6483444965,8902035,8957,0,0,0,0,5616,4320,1.9533846173177725,1.502603551782902,0,1440,373.1521739130435,371.0169434742503,137653.57234497505,0,0,0,105,184,0,0,0,0.7692307692307693,376.0652173913044,352.65384615384613,399.8,5616,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4584.5,10.0,3998.0,0,251,59,54,12256351.333333334,2086107.8511084544,14652985,10848377,8235934.5,883829.029261033,8860896,7610973,NeedManualLabel
192.168.57.131-23.223.244.192-50865-443-6,192.168.57.131,50865,23.223.244.192,443,6,10/05/2025 04:06:29 PM,18434058,8,13,814,2764,564,0,101.75,191.99534964606377,1440,0,212.6153846153846,430.101061469189,194.0972519452852,1.1391957213110646,921702.9,2820314.4148821402,10207935,0,18434058,2633436.8571428573,4514035.476475731,10279556,39,18357632,1529802.6666666667,3579857.0377691784,10226815,0,0,0,0,0,432,766,0.43397932240421505,0.7052163989068495,0,1440,170.38095238095238,356.28281970795,126937.44761904763,0,0,0,11,21,0,0,0,1.625,170.38095238095238,101.75,212.6153846153846,432,0.0,0.0,0.0,1980.0,4.0,0.0,4.0,407.0,6.5,1382.0,508,501,5,54,77351.33333333333,46253.691326566935,124114,31624,9101002,1565439.6612383372,10207935,7994069,NeedManualLabel
150.171.28.11-192.168.57.131-443-50755-6,150.171.28.11,443,192.168.57.131,50755,6,10/05/2025 04:06:30 PM,18335983,17,13,1263,4253,323,0,74.29411764705883,123.3008336883222,1440,0,327.15384615384613,525.7931859191162,300.8292492417778,1.636127171365724,632275.275862069,2234871.5823711837,9899847,0,18325945,1145371.5625,2955437.7356137275,9912248,0,18323741,1526978.4166666667,3359024.2307460895,9924232,0,0,0,0,0,930,702,0.9271387304405769,0.708988440925147,0,1440,183.86666666666667,372.86224999490673,139026.25747126434,0,0,0,14,30,0,0,0,0.7647058823529411,183.9,74.29411764705883,327.15384615384613,930,632.0,4.0,1250.49218343454,1907.0,4.0,39729166.666666664,8.5,631.5,6.5,2126.5,0,255,7,54,387705,328170.81069010386,603405,10038,8586434,1857446.477597134,9899847,7273021,NeedManualLabel
192.168.57.131-204.79.197.203-51216-443-6,192.168.57.131,51216,204.79.197.203,443,6,10/05/2025 04:06:31 PM,18698993,19,59,11791,58674,1440,0,620.578947368421,718.6560230960037,1440,0,994.4745762711865,606.9889039471014,3768.3847467080177,4.17134762283723,242844.06493506493,1840277.16064025,15999078,0,18698993,1038832.9444444445,3780638.523496208,16013089,0,18631257,321228.5689655172,2121563.130218668,16015896,0,0,0,0,0,1026,3198,1.0160974978706072,3.1552501249666225,0,1440,903.3974358974359,651.4200739312635,424348.1127206127,0,0,0,22,78,0,0,0,3.1052631578947367,903.3974358974359,620.578947368421,994.4745762711865,1026,5877.5,5.5,286707317.0731707,28904.0,22.5,414569.6029144943,9.5,5895.5,29.5,29337.0,252,16385,12,54,1349957.5,1889313.658904868,2685904,14011,15999078,0.0,15999078,15999078,NeedManualLabel
192.168.57.131-192.168.57.32-64261-53-17,192.168.57.131,64261,192.168.57.32,53,17,10/05/2025 04:06:32 PM,8478148,6,5,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.2974531701970762,847814.8,1502447.693179204,4829018,4013,8436001,1687200.2,1851126.8166112227,4860268,19424,8446898,2111724.5,1837590.6237014995,4857962,1031248,0,0,0,0,523,1220,0.7077017291984052,0.589751440998671,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.8333333333333334,0.0,0.0,0.0,523,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.6666666666666667,0.0,0,0,0,81,8478148,0.0,8478148,8478148,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-23.223.244.192-50874-443-6,192.168.57.131,50874,23.223.244.192,443,6,10/05/2025 04:06:32 PM,17961076,22,33,14869,16690,1384,0,675.8636363636364,658.1317204571296,1440,0,505.75757575757575,653.675236179205,1757.077359953268,3.0621773439408644,332612.51851851854,1817150.044029508,12584323,0,17911199,852914.2380952381,2881082.7335606813,12584323,0,17930531,560329.09375,2357505.3335813694,12624253,0,0,0,0,0,1188,1926,1.2248709375763458,1.8373064063645186,0,1440,573.8,654.7711333260172,428725.23703703703,0,0,0,18,55,0,0,0,1.5,573.8,675.8636363636364,505.75757575757575,1188,4932.666666666667,4.666666666666667,102055172.4137931,6574.0,6.0,73269.54476809308,11.0,7434.5,16.5,8345.0,255,501,16,54,2688376.5,3420795.2240835023,5107244,269509,12584323,0.0,12584323,12584323,NeedManualLabel
192.168.57.131-52.123.128.14-51343-443-6,192.168.57.131,51343,52.123.128.14,443,6,10/05/2025 04:06:35 PM,8514427,12,13,2203,8252,897,0,183.58333333333334,324.47340788459445,1440,0,634.7692307692307,636.9803965908415,1227.9158656243105,2.936192887671713,354767.7916666667,1630069.5904557593,8002302,0,8514427,774038.8181818182,2398993.115374274,8002302,147,8499664,708305.3333333334,2303986.271852541,8019647,0,0,0,0,0,660,714,1.4093725860824222,1.5268203015892907,0,1440,418.2,551.4114465019142,304054.5833333333,0,2,0,8,24,0,0,0,1.0833333333333333,418.2,183.58333333333334,634.7692307692307,660,0.0,0.0,0.0,6051.0,5.0,2813110.181311018,12.0,2203.0,13.0,8252.0,65535,65535,4,54,256062.5,30930.97192944315,277934,234191,8002302,0.0,8002302,8002302,NeedManualLabel
142.250.71.101-192.168.57.131-443-51090-6,142.250.71.101,443,192.168.57.131,51090,6,10/05/2025 04:06:35 PM,45011012,1070,499,858990,276916,1412,0,802.7943925233645,645.6559139222267,1412,0,554.941883767535,644.1414311800704,25236.17998191198,34.85813649335412,28706.002551020407,597732.1825990233,23226531,0,44993977,42089.78203928906,724440.8719238737,23242272,0,45000819,90363.09036144578,1060128.1422934632,23242651,0,0,0,0,0,57792,26946,23.771960514906883,11.08617597844723,0,1412,723.968132568515,655.2232484896809,429317.50536137016,0,0,0,798,1569,0,0,0,0.4663551401869159,723.9687699171446,802.7943925233645,554.941883767535,57792,15950.509433962265,14.415094339622641,393957.20130856626,6794.25,6.8,49765.82029186353,356.6666666666667,286330.0,166.33333333333334,92305.33333333333,0,1023,793,54,10892240.5,14850851.072844697,21393378,391103,23226531,0.0,23226531,23226531,NeedManualLabel
